The Economist,2010,Nonfiction,Why the West Rules- For Now: The Patterns of History and What They Reveal About the Future,Ian Morris,,
The Economist,2002,Nonfiction,Winston Churchill,John Keegan,,
The Economist,2012,Nonfiction,"Iron Curtain: The Crushing of Eastern Europe, 1944-56",Anne Applebaum,,
The Economist,2005,Nonfiction,Bury the Chains: Prophets and Rebels in the Fight to Free an Empire’s Slaves ,Adam Hochschild,,
The Economist,2003,Nonfiction,Gulag: A History,Anne Applebaum,,
The Economist,2008,Economics and Business,When Markets Collide: Investment Strategies for the Age of Global Economic Change,Mohamed El-Erian,,
The Economist,2003,Nonfiction,"Eats, Shoots and Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,,
The Economist,2008,Nonfiction,The Secret Life of Words: How English Became English,Henry Hitchings,,
The Economist,2004,Nonfiction,The Stories of English,David Crystal,,
The Economist,2010,Nonfiction,Through the Language Glass: Why the World Looks Different in Other Languages,Guy Deutscher,,
The Economist,2011,Nonfiction,Is That a Fish in Your Ear?: Translation and the Meaning of Everything,David Bellos,,
The Economist,2004,Economics and Business,"Innovation and Its Discontents: How Our Broken Patent System is Endangering Innovation and Progress, and What to Do About It",Adam B. Jaffe,Josh Lerner,
The Economist,2003,Economics and Business,Authentic Leadership: Rediscovering the Secrets to Creating Lasting Value,Bill George,,
The Economist,2011,Nonfiction,Blue Nights,Joan Didion,,
The Economist,2010,Nonfiction,"FINISHING THE HAT: Collected Lyrics (1954-1981) With Attendant Comments, Principles, Heresies, ­Grudges, Whines and Anecdotes",Stephen Sondheim,,
The Economist,2011,Nonfiction,"Ghosts by Daylight: A Memoir of Love, War and Redemption",Janine di Giovanni,,
The Economist,2012,Nonfiction,"Ivory, Apes & Peacocks: Animals, Adventure and Discovery in the Wild Places of Africa",Alan Root,,
The Economist,2012,Nonfiction,Joseph Anton: a Memoir,Salman Rushdie,,
The Economist,2010,Nonfiction,"The Cello Suites: J.S. Bach, Pablo Casals and the Search for a Baroque Masterpiece",Eric Siblin,,
The Economist,2010,Nonfiction,The Hare with Amber Eyes: A Hidden Inheritance,Edmund de Waal,,
The Economist,2012,Nonfiction,The Richard Burton Diaries,Chris Williams,Richard Burton,
The Economist,2009,Nonfiction,Direct Red: A Surgeon's Story,Gabriel Weston,,
The Economist,2002,Nonfiction,"A Third Face: My Tale of Writing, Fighting and Filmmaking",Samuel Fuller,,
The Economist,2002,Nonfiction,The Snow Geese: A Story of Home,William Fiennes,,
The Economist,2004,Nonfiction,Blood Horses: Notes of a Sportswriter's Son,John Jeremiah Sullivan,,
The Economist,2008,Nonfiction,Cold Cream: My Early Life and Other Mistakes,Ferdinand Mount,,
The Economist,2006,Nonfiction,Will & Me: How Shakespeare Took Over My Life,Dominic Dromgoole,,
The Economist,2009,Nonfiction,Outside of a Dog: A Bibliomemoir,Rick Gekoski,,
The Economist,2007,Nonfiction,The Age of Turbulence: Adventures in a New World,Alan Greenspan,,
The Economist,2006,Nonfiction,Running for the Hills: Growing Up on My Mother's Sheep Farm in Wales,Horatio Clare,,
The Economist,2004,Nonfiction,A Tale of Love and Darkness,Amos Oz,,
The Economist,2008,Nonfiction,Fishing in Utopia: Sweden and the Future That Disappeared, Andrew Brown,,
The Economist,2003,Nonfiction,Giving Up the Ghost: A Memoir,Hilary Mantel,,
The Economist,2008,Nonfiction,Palestinian Walks: Forays into a Vanishing Landscape,Raja Shehadeh.,,
The Economist,2003,Nonfiction,Persepolis: The Story of a Childhood,Marjane Satrapi,,
The Economist,2003,Nonfiction,Pretty Girl in Crimson Rose (8): The Puzzling Memoir of a Man in Love with Words,Sandy Balfour,,
The Economist,2008,Nonfiction,The Ayatollah Begs to Differ: The Paradox of Modern Iran,Hooman Majd,,
The Economist,2005,Nonfiction,The Year of Magical Thinking,Joan Didion,,
The Economist,2005,Nonfiction,Classical Music in America: A History of its Rise and Fall,Joseph Horowitz,,
The Economist,2008,Nonfiction,Delta Blues: The Life and Times of the Mississippi Masters Who Revolutionised American Music,Ted Gioia,,
The Economist,2006,Nonfiction,On Opera,Bernard Williams,,
The Economist,2005,Nonfiction,The Oxford History of Western Music (six-volume set),Richard Taruskin,,
The Economist,2012,Nonfiction,Music as Alchemy: Journeys with Great Conductors and their Orchestras,Tom Service,,
The Economist,2004,Nonfiction,How to Be a Bad Birdwatcher,Simon Barnes,,
The Economist,2003,Nonfiction,Mountains of the Mind: How Desolate and Forbidding Heights Were Transformed into Experiences of Indomitable Spirit,Robert Macfarlane,,
The Economist,2006,Nonfiction,"The Cloudspotter's Guide: The Science, History and Culture of Clouds ",Gavin Pretor-Pinney,,
The Economist,2012,Nonfiction,"Into the Silence: The Great War, Mallory and the Conquest of Everest",Wade Davis,,
The Economist,2012,Nonfiction,Strands: A Year of Discoveries on the Beach,Jean Sprackland,,
The Economist,2011,Nonfiction,The Art of Camping: The History and Practice of Sleeping Under the Stars,Matthew De Abaitua,,
The Economist,2002,Fiction,A Whistling Woman, A.S. Byatt,,
The Economist,2009,Fiction,American Rust,Philipp Meyer,,
The Economist,2002,Fiction,Big If,Mark Costello,,
The Economist,2008,Fiction,Breath: A Novel,Tim Winton,,
The Economist,2002,Fiction,By the Lake,John McGahern,,
The Economist,2007,Fiction,Carpentaria,Alexis Wright,,
The Economist,2002,Fiction,Crow Lake,Mary Lawson,,
The Economist,2002,Fiction,Dirt Music,Tim Winton,,
The Economist,2002,Fiction,Everything is Illuminated,Jonathan Safran Foer,,
The Economist,2002,Fiction,Family Matters,Rohinton Mistry,,
The Economist,2010,Fiction,Freedom,Jonathan Franzen,,
The Economist,2000,Fiction,HANNIE BENNET,Kerry Hardie,,
The Economist,2004,Fiction,I'll Go to Bed at Noon, Gerard Woodward,,
The Economist,2003,Nonfiction,Antarctica,Pat Keough,Rosemarie Keough,
The Economist,2003,Nonfiction,The Photographs So Far (Volumes 1-4),Jim Dine,,
The Economist,2006,Poetry,District and Circle ,Seamus Heaney,,
The Economist,2005,Nonfiction,The Assassins' Gate: America in Iraq,George Packer,,
The Economist,2003,Nonfiction,The Dark Heart of Italy: Travels Through Space and Time Across Italy,Tobias Jones,,
The Economist,2008,Nonfiction,The Dark Side: The Inside Story of How the War on Terror Turned into a War on American Ideals,Jane Mayer,,
The Economist,2007,Nonfiction,The Nine: Inside the Secret World of the Supreme Court,Jeffrey Toobin,,
The Economist,2006,Nonfiction,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,,
The Economist,2012,Nonfiction,The Origins of Sex: A History of the First Sexual Revolution,Faramerz Dabhoiwala,,
The Economist,2011,Nonfiction,"Thinking, Fast and Slow",Daniel Kahneman,,
The Economist,2004,Fiction,Cloud Atlas,David Mitchell,,
The Economist,2012,Nonfiction,How to Stay Sane,Philippa Perry,,
The Economist,2011,Nonfiction,Adventures in the Orgasmatron: How the Sexual Revolution Came to America,Christopher Turner,,
The Economist,2011,Nonfiction,Beautiful Thing: Inside the Secret World of Bombay's Dance Bars,Sonia Fleiro,,
The Economist,2011,Nonfiction,"Triumph of the City: How Our Greatest Invention Makes Us Richer, Smarter, Greener, Healthier and Happier",Edward Glaeser,,
The Economist,2012,Nonfiction,Swim: Why We Love the Water,Lynn Sherr,,
The Economist,2012,Nonfiction,"The Secret Race: Inside the Hidden World of the Tour de France- Doping, Cover-Ups and Winning at all Costs",Tyler Hamilton,Daniel Coyle,
The Economist,2003,Nonfiction,Moneyball: The Art of Winning an Unfair Game,Michael Lewis,,
The Economist,2004,Fiction,About Love and Other Stories,Anton Checkhov,,
The Economist,2000,Fiction,CALL IF YOU NEED ME: THE UNCOLLECTED FICTION AND PROSE,Raymond Carver,,
The Economist,2008,Economics and Business,Grown Up Digital: How the Net Generation is Changing Your World,Don Tapscott,,
The Economist,2005,Nonfiction,The Chains of Heaven: An Ethiopian Romance,Philip Marsden,,
The Economist,2010,Nonfiction,McGilchrist's Greek Islands,Nigel McGilchrist,,
The Economist,2012,Nonfiction,Radio Congo: Signals of Hope from Africa’s Deadliest War,Ben Rawlence,,
The Economist,2012,Nonfiction,The Old Ways: A Journey on Foot,Robert Macfarlane,,
The Economist,2002,Nonfiction,Schott's Original Miscellany,Ben Schott,,
The Economist,2003,Fiction,Pattern Recognition,William Gibson,,
The Economist,2000,Fiction,"ADIEU, MON UNIQUE",Antoine Audouard,,
The Economist,2009,Fiction,"In Other Rooms, Other Wonders ",Daniyal Mueenuddin,,
The Economist,2009,Fiction,"Jeff in Venice, Death in Varanasi",Geoff Dyer,,
The Economist,2000,Fiction,LA FIESTA DEL CHIVO,Mario Vargas Llosa,,
The Economist,2000,Fiction,LE MARIAGE,Diane Johnson,,
The Economist,2009,Fiction,Love and Summer,William Trevor,,
The Economist,2008,Fiction,Lush Life,Richard Price,,
The Economist,2000,Fiction,MARRYING THE MISTRESS,Joanna Trollope,,
The Economist,2007,Fiction,Mister Pip,Lloyd Jones,,
The Economist,2010,Fiction,Mr Peanut,Adam Ross,,
The Economist,2001,Fiction,My Name is Red,Orhan Pamuk,,
The Economist,2007,Fiction,On Chesil Beach,Ian McEwan,,
The Economist,2011,Fiction,Open City,Teju Cole,,
The Economist,2007,Fiction,Other Country,Stephen Scourfield,,
The Economist,2011,Fiction,Other People's Money,Justin Cartwright,,
The Economist,2010,Fiction,Parrot and Olivier in America, Peter Carey,,
The Economist,2001,Fiction,Red Dust,Ma Jian,,
The Economist,2008,Fiction,Sea of Poppies: A Novel, Amitav Ghosh,,
The Economist,2010,Fiction,Selected Stories,William Trevor,,
The Economist,2000,Fiction,SHATTERED,Dick Francis,,
The Economist,2004,Fiction,Snow,Orhan Pamuk,,
The Economist,2003,Fiction,Star of the Sea,Joseph O'Connor,,
The Economist,2000,Fiction,TERRASSE À ROME,Pascal Quignard,,
The Economist,2011,Fiction,The Afrika Reich,Guy Saville,,
The Economist,2004,Fiction,The Amateur Marriage,Anne Tyler,,
The Economist,2011,Fiction,The Cat's Table,Michael Ondaatje,,
The Economist,2003,Fiction,The Clearing,Tim Gautreaux,,
The Economist,2003,Fiction,The Curious Incident of the Dog in the Night-Time,Mark Haddon,,
The Economist,2006,Fiction,The Emperor's Children ,Claire Messud,,
The Economist,2012,Fiction,The Garden of Evening Mists,Tan Twang Eng,,
The Economist,2007,Fiction,The Ghost,Robert Harris,,
The Economist,2009,Fiction,The Glass Room,Simon Mawer,,
The Economist,2003,Fiction,The Great Fire, Shirley Hazzard,,
The Economist,2002,Fiction,The Horned Man,James Lasdun,,
The Economist,2000,Fiction,The Human Stain,Philip Roth,,
The Economist,2010,Fiction,The Imperfectionists,Tom Rachman,,
The Economist,2004,Fiction,The Lambs of London,Peter Ackroyd,,
The Economist,2004,Fiction,The Line of Beauty,Alan Hollinghurst,,
The Economist,2005,Fiction,The March,E.L. Doctorow,,
The Economist,2011,Fiction,The Marriage Plot,Jeffrey Eugenides,,
The Economist,2004,Fiction,The Master,Colm Toibin,,
The Economist,2001,Fiction,The Other Wind,Ursula K. Le Guin,,
The Economist,2004,Fiction,The Plot Against America ,Philip Roth,,
The Economist,2007,Fiction,The Scandal of the Season,Sophie Gee,,
The Economist,2008,Fiction,The Secret Scripture,Sebastian Barry,,
The Economist,2007,Fiction,The Septembers of Shiraz,Dalia Sofer,,
The Economist,2001,Fiction,The Sweetest Dream,Doris Lessing,,
The Economist,2008,Fiction,The Three of Us: A Family Story, Julia Blackburn.,,
The Economist,2011,Fiction,The Tiger's Wife,Tea Obreht,,
The Economist,2007,Fiction,The Uncommon Reader, Alan Bennett,,
The Economist,2010,Fiction,The Unnamed,Joshua Ferris,,
The Economist,2009,Fiction,The Winter Vault,Anne Michaels,,
The Economist,2007,Fiction,The Yiddish Policemen's Union,Michael Chabon,,
The Economist,2010,Fiction,To the End of the Land, David Grossman,,
The Economist,2009,Fiction,Too Much Happiness,Alice Munro,,
The Economist,2011,Fiction,Train Dreams,Denis Johnson,,
The Economist,2001,Fiction,True History of the Kelly Gang,Peter Carey,,
The Economist,2009,Fiction,Ultimatum,Matthew Glass,,
The Economist,2003,Fiction,What I Loved,Siri Hustvedt,,
The Economist,2000,Fiction,When we were Orphans,Kazuo Ishiguro,,
The Economist,2000,Fiction,White Teeth,Zadie Smith,,
The Economist,2009,Fiction,Wolf Hall,Hilary Mantel,,
The Economist,2009,Fiction,"Your Face Tomorrow: Poison, Shadow and Farewell",Javier Marías,,
The Economist,2005,Fiction,A Short History of Tractors in Ukrainian,Marina Lewycka,,
The Economist,2005,Fiction,Brandenburg,Henry Porter,,
The Economist,2006,Fiction,Everyman ,Philip Roth,,
The Economist,2006,Fiction,House of Meetings ,Martin Amis,,
The Economist,2005,Fiction,Incendiary,Chris Cleave,,
The Economist,2006,Fiction,Seven Lies,James Lasdun,,
The Economist,2006,Fiction,Suite Francais,Irene Nemirovsky,,
The Economist,2006,Fiction,The Meaning of Night: A Confession,Michael Cox,,
The Economist,2006,Fiction,The Ruby in her Navel,Barry Unsworth,,
The Economist,2005,Fiction,The Third Woman,Mark Burnell,,
The Economist,2006,Fiction,Wizard of the Crow,Ngugi wa Thiong'o,,
The Economist,2012,Fiction,Grimm Tales: For Young and Old,Philip Pullman,,
The Economist,2012,Poetry,Place: New Poems,Jorie Graham,,
The Economist,2012,Fiction,The Dinner,Herman Koch,,
The Economist,2012,Fiction,The Forgiven,Lawrence Osborne,,
The Economist,2012,Fiction,Three Strong Women,Marie N’Diaye,,
The Economist,2012,Fiction,Toby's Room,Pat Barker,,
The Economist,2012,Poetry,Yellow Tulips: Poems 1968-2011,James Fenton,,
The Economist,2000,Nonfiction,A COMMON HUMANITY: THINKING ABOUT LOVE AND TRUTH AND JUSTICE,Raimond Gaita,,
The Economist,2000,Nonfiction,"A LIFE IN THE 20TH CENTURY: INNOCENT BEGINNINGS, 1917-1950",Arthur Schlesinger Jr.,,
The Economist,2000,Nonfiction,ALAN CLARK DIARIES: INTO POLITICS: THE LONG-AWAITED EARLY YEARS,Ion Trewin,,
The Economist,2000,Nonfiction,BELLOW: A BIOGRAPHY,James Atlas,,
The Economist,2001,Nonfiction,Blood-Dark Track: A Family History,Joseph O'Neill,,
The Economist,2000,Nonfiction,BOWLING ALONE: THE COLLAPSE AND REVIVAL OF AMERICAN COMMUNITY,Robert Putnam,,
The Economist,2001,Nonfiction,British Teeth,William Leith,,
The Economist,2001,Nonfiction,Building the Cold War,Annabel Jane Wharton,,
The Economist,2000,Nonfiction,CAN JAPAN COMPETE?,Michael E. Porter,"Hirotaka Takeuchi, Mariko Sakakibara",
The Economist,2001,Nonfiction,Collected Works: A Journal of Jazz 1954-2000,Whitney Balliett,,
The Economist,2001,Nonfiction,Daniel Defoe: Master of Fictions,Maximilian E. Novak,,
The Economist,2000,Nonfiction,DEAR TOM,Tom Courtenay,,
The Economist,2000,Nonfiction,DEMOCRACY IN EUROPE,Larry Siedentop,,
The Economist,2001,Nonfiction,Divided Jerusalem: The Struggle for the Holy City,Bernard Wasserstein,,
The Economist,2001,Nonfiction,"Economic Sentiments: Adam Smith, Condorcet, and the Enlightenment",Emma Rothschild,,
The Economist,2001,Nonfiction,Endgame in Ireland,Eamonn Mallie,David McKittrick,
The Economist,2000,Nonfiction,ERROL FLYNN: SATAN'S ANGEL,David Bret,,
The Economist,2000,Nonfiction,FATHER AND I,Carlo Gebler,,
The Economist,2000,Nonfiction,FREDERICK THE GREAT,David Fraser,,
The Economist,2000,Nonfiction,"HITLER, 1936-1945: NEMESIS",Ian Kershaw,,
The Economist,2000,Nonfiction,HOMAGE TO GAIA,James Lovelock,,
The Economist,2001,Nonfiction,How to Write the History of the New World,Jorge Cañizares-Esguerra,,
The Economist,2000,Nonfiction,IN THE FOOTSTEPS OF MR KURTZ: LIVING ON THE BRINK OF DISASTER IN THE CONGO,Michela Wrong,,
The Economist,2001,Nonfiction,India's Development Experience: Selected Writings of S. Guhan,S. Guhan,,
The Economist,2000,Nonfiction,IRELAND AND EMPIRE: COLONIAL LEGACIES IN IRISH HISTORY AND CULTURE,Stephen Howe,,
The Economist,2000,Nonfiction,IRRATIONAL EXUBERANCE,Robert J. Shiller,,
The Economist,2000,Nonfiction,"JOHN MAYNARD KEYNES: FIGHTING FOR BRITAIN, 1937-46",Robert Skidelsky,,
The Economist,2000,Nonfiction,LONDON: THE BIOGRAPHY,Peter Ackroyd,,
The Economist,2000,Nonfiction,"LUSTGARTEN, PREUSSEN",Volker Braun,,
The Economist,2001,Nonfiction,Mind the Gaffe,R.L.Trask,,
The Economist,2001,Nonfiction,Natasha: The Biography of Natalie Wood,Suzanne Finstad,,
The Economist,2000,Nonfiction,One Good Turn: a Natural History of the Screwdriver and the Screw,Witold Rybczynski,,
The Economist,2001,Nonfiction,Pleasing Myself,Frank Kermode,,
The Economist,2000,Nonfiction,Prague 1900: Poetry and Ecstasy,Edwin Becker,Roman Prahl,Petr Willich
The Economist,2000,Nonfiction,Prince of Princes: the Life of Potemkin,Simon Sebag Montefiore,,
The Economist,2001,Nonfiction,Sacred Geography,Edward Fox,,
The Economist,2001,Nonfiction,Seabiscuit: An American Legend,Laura Hillenbrand,,
The Economist,2001,Nonfiction,Secret Knowledge: Rediscovering the Lost Techniques of the Old Masters,David Hockney,,
The Economist,2001,Nonfiction,Special Providence: American Foreign Policy and How It Changed the World,Walter Russell Mead,,
The Economist,2001,Nonfiction,Speer: The Final Verdict,Joachim Fest,,
The Economist,2000,Nonfiction,TELECOSM: HOW INFINITE BANDWIDTH WILL REVOLUTIONISE OUR WORLD,George Gilder,,
The Economist,2000,Nonfiction,THE BATTLE,Richard Overy,,
The Economist,2000,Nonfiction,THE CATHOLICS OF ULSTER: A HISTORY,Marianne Elliott,,
The Economist,2001,Nonfiction,"The City of London, Volume IV: A Club No More (1945-2000)",David Kynaston,,
The Economist,2001,Nonfiction,The Coldest March: Scott's Fatal Antarctic Expedition,Susan Solomon,,
The Economist,2001,Nonfiction,The Difference Engine,Doron Swade,,
The Economist,2000,Nonfiction,THE EPHEMERAL MUSEUM: OLD MASTER PAINTINGS AND THE RISE OF THE ART EXHIBITION,Francis Haskell,,
The Economist,2001,Nonfiction,"The First World War, Volume I: To Arms",Hew Strachan,,
The Economist,2000,Nonfiction,The House of Gucci,Sara Gay Forden,,
The Economist,2001,Nonfiction,The Intellectual Life of the British Working Classes,Jonathan Rose,,
The Economist,2001,Nonfiction,The Invention of Clouds: How an Amateur Meteorologist Forged the Language of the Skies,Richard Hamblyn,,
The Economist,2001,Nonfiction,The Irish Story: Telling Tales and Making it Up in Ireland,R.F. Foster,,
The Economist,2000,Nonfiction,THE LETTERS OF KINGSLEY AMIS,Zachary Leader,,
The Economist,2001,Nonfiction,The London Town Garden 1700-1840,Todd Longstaffe-Gowan,,
The Economist,2001,Nonfiction,The Metaphysical Club: A Story of Ideas in America,Louis Menand,,
The Economist,2001,Nonfiction,The Penguin Dictionary of Epigrams,M.J. Cohen,,
The Economist,2001,Nonfiction,Washington,Meg Greenfield,,
The Economist,2012,Nonfiction,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,,
The Economist,2010,Nonfiction,A World on Fire: An Epic History of Two Nations Divided,Amanda Foreman,,
The Economist,2004,Nonfiction,Chronicles: Volume One,Bob Dylan,,
The Economist,2012,Nonfiction,"Far From the Tree: Parents, Children and the Search for Identity",Andrew Solomon,,
The Economist,2001,Nonfiction,Just Capital,Adair Turner,,
The Economist,2000,Nonfiction,"KARL POPPER: THE FORMATIVE YEARS, 1902-1945",Malachi Haim Hacohen,,
The Economist,2000,Nonfiction,Power and Prosperity: Outgrowing Communist and Capitalist Dictatorships,Mancur Olson,,
The Economist,2006,Nonfiction,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,,
The Economist,2001,Nonfiction,The Skeptical Environmentalist,Bjorn Lomborg,,
The Economist,2001,Nonfiction,Uncle Tungsten: Memories of a Chemical Boyhood,Oliver Sacks,,
The Economist,2002,Philosophy,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,,
The Economist,2001,Poetry,A Responsibility to Awe,Rebecca Elson,,
The Economist,2011,Poetry,Australian Poetry Since 1788,Geoffrey Lehmann,Robert Gray,
The Economist,2002,Poetry,Belonging,Dick Davis,,
The Economist,2011,Poetry,Clavics,Geoffrey Hill,,
The Economist,2001,Poetry,Electric Light,Seamus Heaney,,
The Economist,2002,Poetry,Finders Keepers: Selected Prose 1971-2001,Seamus Heaney,,
The Economist,2010,Poetry,Human chain,Seamus Heaney,,
The Economist,2002,Poetry,"If Not, Winter: Fragments of Sappho",Anne Carson,,
The Economist,2011,Poetry,Memorial,Alice Oswald,,
The Economist,2001,Poetry,Poems: 1968-1998,Paul Muldoon,,
The Economist,2010,Poetry,White Egrets: Poems,Derek Walcott,,
The Economist,2008,Politics and Current Affairs,A Choice of Enemies: America Confronts the Middle East,Lawrence Freedman,,
The Economist,2003,Politics and Current Affairs,America Unbound: The Bush Revolution in Foreign Policy,Ivo H. Daalder,James M. Lindsay,
The Economist,2004,Politics and Current Affairs,"American Dream: Three Women, Ten Kids, and a Nation's Drive to End Welfare",Jason DeParle,,
The Economist,2007,Politics and Current Affairs,Arsenals of Folly: The Making of the Nuclear Arms Race,Richard Rhodes,,
The Economist,2008,Politics and Current Affairs,Britain Since 1918: The Strange Career of British Democracy,David Marquand,,
The Economist,2011,Politics and Current Affairs,Cables from Kabul: The Inside Story of the West's Afghanistan Campaign,Sherard Cowper-Coles,,
The Economist,2004,Politics and Current Affairs,Chain of Command: The Road from 9/11 to Abu Ghraib,Seymour M. Hersh,,
The Economist,2006,Politics and Current Affairs,China Shakes the World: A Titan's Rise and Troubled Future-and the Challenge for America ,James Kynge,,
The Economist,2010,Politics and Current Affairs,Country Driving: A Journey Through China from Farm to Factory,Peter Hessler,,
The Economist,2010,Politics and Current Affairs,"Curfewed Night: One Kashmiri Journalist's Frontline Account of Life, Love and War in his Homeland",Basharat Peer,,
The Economist,2011,Politics and Current Affairs,Dancing in the Glory of Monsters: The Collapse of the Congo and the Great War of Africa,Jason Stearns,,
The Economist,2006,Politics and Current Affairs,Dangerous Nation: America's Place in the World from its Earliest Days to the Dawn of the Twentieth Century ,Robert Kagan,,
The Economist,2012,Politics and Current Affairs,Days of God: The Revolution in Iran and its Consequences,James Buchanan,,
The Economist,2009,Politics and Current Affairs,Desperate Glory: At War in Helmand with Britain's 16 Air Assault Brigade,Sam Kiley,,
The Economist,2008,Politics and Current Affairs,Dinner with Mugabe: The Untold Story of a Freedom Fighter Who Became a Tyrant,Heidi Holland,,
The Economist,2011,Politics and Current Affairs,Exceptional People: How Migration Shaped Our World and Will Define Our Future,Ian Goldin,Geoffrey Cameron,Meera Balarajan
The Economist,2012,Politics and Current Affairs,From the Ruins of Empire: The Intellectuals Who Remade Asia,Pankaj Mishra,,
The Economist,2010,Politics and Current Affairs,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,Mark Halperin,
The Economist,2007,Politics and Current Affairs,Gomorrah: A Personal Journey into the Violent International Empire of Naples' Organized Crime System,Roberto Saviano,,
The Economist,2006,Politics and Current Affairs,Guantánamo and the Abuse of Presidential Power ,Joseph Margulies,,
The Economist,2010,Politics and Current Affairs,he Bridge: The Life and Rise of Barack Obama,David Remnick,,
The Economist,2007,Politics and Current Affairs,"How Capitalism Was Built: The Transformation of Central and Eastern Europe, Russia, and Central Asia",Anders Aslund,,
The Economist,2005,Politics and Current Affairs,I Didn't Do It For You: How the World Betrayed a Small African Nation,Michela Wrong,,
The Economist,2006,Politics and Current Affairs,In Spite of the Gods: The Rise of Modern India ,Edward Luce,,
The Economist,2005,Politics and Current Affairs,In the Shadow of Swords: How Islamic Terrorists Declared War on Australia,Sally Neighbour,,
The Economist,2007,Politics and Current Affairs,India after Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,,
The Economist,2008,Politics and Current Affairs,India: The Emerging Giant,Arvind Panagariya,,
The Economist,2009,Politics and Current Affairs,It's Our Turn to Eat: The Story of a Kenyan Whistleblower,Michela Wrong,,
The Economist,2002,Politics and Current Affairs,Jihad: The Trail of Political Islam,Gilles Kepel,,
The Economist,2008,Politics and Current Affairs,Law and the Long War: The Future of Justice in the Age of Terror,Benjamin Wittes,,
The Economist,2010,Politics and Current Affairs,Molotov's Magic Lantern: A Journey in Russian History,Rachel Polonsky,,
The Economist,2005,Politics and Current Affairs,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,,
The Economist,2011,Politics and Current Affairs,Pakistan: a Hard Country,Anatol Lieven,,
The Economist,2004,Politics and Current Affairs,Plan of Attack,Bob Woodward,,
The Economist,2005,Politics and Current Affairs,Radicals in Robes: Why Extreme Right-Wing Courts are Wrong for America,Cass R. Sunstein,,
The Economist,2003,Politics and Current Affairs,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,,
The Economist,2011,Politics and Current Affairs,Red Capitalism: The Fragile Financial Foundation of China's Extraordinary Rise,Carl Walter,Fraser Howie,
The Economist,2003,Politics and Current Affairs,Rogue Nation: American Unilateralism and the Failure of Good Intentions,Clyde Prestowitz,,
The Economist,2006,Politics and Current Affairs,"Sacred Causes: The Clash of Religion and Politics, from the Great War to the War on Terror ",Michael Burleigh,,
The Economist,2006,Politics and Current Affairs,Seize the Hour: When Nixon Met Mao ,Margaret MacMillan,,
The Economist,2005,Politics and Current Affairs,Setting the People Free: The Story of Democracy,John Dunn,,
The Economist,2004,Politics and Current Affairs,"Surprise, Security, and the American Experience",John Lewis Gaddis,,
The Economist,2004,Politics and Current Affairs,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,Thomas Kean,National Commission on Terrorist Attacks Upon the United States,
The Economist,2011,Politics and Current Affairs,The 9/11 Wars,Jason Burke,,
The Economist,2009,Politics and Current Affairs,The Accidental Guerrilla: Fighting Small Wars in the Midst of a Big One,David Kilcullen,,
The Economist,2007,Politics and Current Affairs,The Art of Political Murder: Who Killed the Bishop?,Francisco Goldman,,
The Economist,2007,Politics and Current Affairs,The Atomic Bazaar: The Rise of the Nuclear Poor,William Langewiesche,,
The Economist,2003,Politics and Current Affairs,The Contradictions of American Capital Punishment,Franklin E. Zimring,,
The Economist,2009,Politics and Current Affairs,The Crisis of Islamic Civilisation,Ali A. Allawi,,
The Economist,2007,Politics and Current Affairs,The Eight O'Clock Ferry to the Windward Side: Seeking Justice in Guantanamo Bay,Clive Stafford Smith,,
The Economist,2002,Politics and Current Affairs,The Emerging Democratic Majority,John B. Judis, Ruy Teixeira,
The Economist,2008,Politics and Current Affairs,The Fall and Rise of the Islamic State,Noah Feldman,,
The Economist,2010,Politics and Current Affairs,The Fear: The Last Days of Robert Mugabe,Peter Godwin,,
The Economist,2009,Politics and Current Affairs,The Idea of Justice,Amartya Sen,,
The Economist,2012,Politics and Current Affairs,The Immigrant Exodus: Why America is Losing the Global Race to Capture Entrepreneurial Talent,Vivek Wadhwa,,
The Economist,2006,Politics and Current Affairs,The J Curve: A New Way to Understand Why Nations Rise and Fall ,Ian Bremmer,,
The Economist,2012,Politics and Current Affairs,The New New Deal: The Hidden Story of Change in the Obama Era,Michael Grunwald,,
The Economist,2006,Politics and Current Affairs,The One Percent Doctrine: Deep Inside America's Pursuit of its Enemies Since 9/11 ,Ron Suskind,,
The Economist,2002,Politics and Current Affairs,The Paradox of American Power: Why the World's Only Superpower Can't Go It Alone,Joseph S. Nye,,
The Economist,2010,Politics and Current Affairs,The Party: The Secret World of China's Communist Rulers,Richard McGregor,,
The Economist,2010,Politics and Current Affairs,The Pinch: How the Baby Boomers Took Their Children's Future—and Why They Should Give it Back,David Willetts,,
The Economist,2002,Politics and Current Affairs,The Rise of Southern Republicans,Earl Black ,Merle Black,
